"CERT","NAMEFULL","BRNUM","ADDRESBR","NAMEBR","BRSERTYP","BRCENM","CITYBR","CITY2BR","CSANAMBR","CSABR","CONSOLD","CNTYNAMB","CNTYNUMB","DEPSUMBR","USA","CNTRYNAB","BKMO","METROBR","CBSA_DIV_NAMB","DIVISIONB","MSANAMB","MSABR","MICROBR","NECNAMB","NECTABR","PLACENUM","SIMS_ACQUIRED_DATE","SIMS_DESCRIPTION","SIMS_ESTABLISHED_DATE","SIMS_LATITUDE","SIMS_LONGITUDE","SIMS_PROJECTION","STCNTYBR","STALPBR","STNAMEBR","STNUMBR","UNINUMBR","ZIPBR"
"6548","U.S. Bank National Association","2049","  250 South Eagle Road","  Eagle Road & Bypass Albertsons Branch","12","","  Eagle","Eagle","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","25806","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2001-08-09","M","1996-10-16","                       43.691800","                     -116.354000","US_RoofTop","16001","ID","Idaho","16","194829","83616"
"6548","U.S. Bank National Association","2318","  197 West Prairie Avenue","  Hayden Lake Albertsons Branch","12","","  Hayden","Hayden","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","20799","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","2001-08-09","M","1997-08-01","                       47.744500","                     -116.784900","US_Streets","16055","ID","Idaho","16","207136","83835"
"6548","U.S. Bank National Association","2354","  7100 West State Street","  Gary Lane Albertsons Branch","12","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","17565","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2001-08-09","M","1997-11-12","                       43.661700","                     -116.240100","US_Zipcode","16001","ID","Idaho","16","207183","83703"
"6548","U.S. Bank National Association","2372","  10700 Ustick Road","  Five Mile & Ustick Albertsons Branch","12","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","13673","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2001-08-09","M","1999-02-20","                       43.633900","                     -116.314700","US_RoofTop","16001","ID","Idaho","16","207206","83713"
"6548","U.S. Bank National Association","2395","  6560 South Federal Way","  Columbia Village Albertson's Branch","12","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","35864","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2001-08-09","M","1999-06-09","                       43.542400","                     -116.155400","US_RoofTop","16001","ID","Idaho","16","207217","83716"
"6548","U.S. Bank National Association","2409","  3614 West State Street","  36th And State Albertsons Branch","12","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","22175","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2001-08-09","M","1999-07-21","                       43.639100","                     -116.234000","US_RoofTop","16001","ID","Idaho","16","207223","83703"
"6548","U.S. Bank National Association","2452","  4700 North Eagle Road","  Eagle & Mcmillan Albertsons Branch","12","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","22434","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2001-08-09","M","1999-11-03","                       43.647100","                     -116.354200","US_RoofTop","16001","ID","Idaho","16","207237","83713"
"6548","U.S. Bank National Association","3543","  111 Main Street","  Ketchum Branch","11","","  Ketchum","Ketchum","","0","","Blaine","13","149825","1","  United States","0","0","","0","","0","1","","0","0","2009-04-24","T","1997-03-31","                       43.679500","                     -114.362800","US_Streets","16013","ID","Idaho","16","57159","83340"
"6548","U.S. Bank National Association","3544","  314 North Main Street","  Hailey Branch","11","","  Hailey","Hailey","","0","","Blaine","13","23943","1","  United States","0","0","","0","","0","1","","0","0","2009-04-24","M","1999-07-12","                       43.521700","                     -114.316800","US_Streets","16013","ID","Idaho","16","290607","83333"
"6548","U.S. Bank National Association","3548","  138 North Main Street","  Victor Branch","11","","  Victor","Victor","","0","","Teton","81","21720","1","  United States","0","0","","0","","0","1","","0","0","2009-04-24","M","2004-10-12","                       43.605500","                     -111.111200","US_Streets","16081","ID","Idaho","16","445941","83455"
"6548","U.S. Bank National Association","3549","  200 South Main Street","  Driggs Branch","11","","  Driggs","Driggs","","0","","Teton","81","29635","1","  United States","0","0","","0","","0","1","","0","0","2009-04-24","M","2005-03-21","                       43.720100","                     -111.110900","US_Streets","16081","ID","Idaho","16","445942","83422"
"6548","U.S. Bank National Association","3835","  909 E Park Center Blvd","  Park Center Boulevard Albertsons","12","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","11017","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2010-04-12","                       43.582700","                     -116.171500","US_RoofTop","16001","ID","Idaho","16","508314","83706"
"6548","U.S. Bank National Association","3867","  640 Hwy 16","  Emmett Albertsons Branch","12","","  Emmett","Emmett","Boise City-Mountain Home-Ontario, ID-OR","147","","Gem","45","2590","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2010-08-23","                       43.861100","                     -116.493200","US_Streets","16045","ID","Idaho","16","513375","83617"
"6548","U.S. Bank National Association","4061","  3475 North Eagle Road","  Meridian Centrepoint Branch","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","24421","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2012-12-10","                       43.636500","                     -116.354200","100","16001","ID","Idaho","16","535447","83646"
"6548","U.S. Bank National Association","4062","  2220 12th Avenue Road","  12th Avenue Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","16808","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","STREETADDRESS","2012-12-10","                       43.548000","                     -116.572600","100","16027","ID","Idaho","16","535448","83686"
"11666","D. L. Evans Bank","0","  375 North Overland Avenue","  D. L. Evans Bank","11","M  ","  Burley","Burley","","0","","Minidoka","67","97270","1","  United States","1","0","","0","","0","1","","0","0","","StreetAddress","1904-08-29","                       42.559800","                     -113.793100","100","16067","ID","Idaho","16","7454","83318"
"11666","D. L. Evans Bank","1","  Main And Market Streets","  Albion Branch","11","","  Albion","Albion","","0","","Cassia","31","40815","1","  United States","0","0","","0","","0","1","","0","0","","M","1979-07-20","                       42.411500","                     -113.577300","US_Zipcode","16031","ID","Idaho","16","225447","83311"
"11666","D. L. Evans Bank","2","  418 South Oneida","  Rupert Branch","11","","  Rupert","Rupert","","0","","Minidoka","67","83384","1","  United States","0","0","","0","","0","1","","0","0","","M","1989-12-06","                       42.609400","                     -113.679100","US_Streets","16067","ID","Idaho","16","225448","83350"
"11666","D. L. Evans Bank","3","  215 Blue Lakes Boulevard North","  Twin Falls Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","42829","1","  United States","0","0","","0","","0","1","","0","0","","M","1993-12-01","                       42.565300","                     -114.460300","US_Streets","16083","ID","Idaho","16","225449","83301"
"11666","D. L. Evans Bank","4","  2281 Overland Avenue","  Burley Branch","11","","  Burley","Burley","","0","","Cassia","31","61701","1","  United States","0","0","","0","","0","1","","0","0","","M","1997-03-03","                       42.524700","                     -113.793100","US_Streets","16031","ID","Idaho","16","225450","83318"
"11666","D. L. Evans Bank","5","  222 Main Avenue, South","  Twin Falls Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","14946","1","  United States","0","0","","0","","0","1","","0","0","","M","1997-04-22","                       42.554600","                     -114.468500","US_Streets","16083","ID","Idaho","16","225451","83301"
"11666","D. L. Evans Bank","7","  1014 South Lincoln","  Jerome Branch","11","","  Jerome","Jerome","","0","","Jerome","53","66887","1","  United States","0","0","","0","","0","1","","0","0","","M","1998-06-25","                       42.715100","                     -114.518200","US_Streets","16053","ID","Idaho","16","225453","83338"
"11666","D. L. Evans Bank","8","  3845 West State Street","  Boise Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","40493","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2000-05-01","                       43.641000","                     -116.236900","US_RoofTop","16001","ID","Idaho","16","334476","83703"
"11666","D. L. Evans Bank","11","  7450 West Emerald St","  Boise Emerald Office Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","36359","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2002-05-06","                       43.612300","                     -116.274800","US_Streets","16001","ID","Idaho","16","364839","83713"
"11666","D. L. Evans Bank","12","  1600 South Vista Avenue","  Boise Vista Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","49515","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2002-06-29","                       43.589600","                     -116.213600","US_RoofTop","16001","ID","Idaho","16","365166","83705"
"11666","D. L. Evans Bank","13","  680 Sun Valley Road","  Ketchum Branch","11","","  Ketchum","Ketchum","","0","","Blaine","13","60121","1","  United States","0","0","","0","","0","1","","0","0","","M","2003-12-22","                       43.691200","                     -114.356700","US_Streets","16013","ID","Idaho","16","424699","83340"
"11666","D. L. Evans Bank","14","  2560 East Fairview Avenue","  Meridan Branch","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","50948","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2003-12-01","                       43.619400","                     -116.362500","US_RoofTop","16001","ID","Idaho","16","425713","83642"
"11666","D. L. Evans Bank","15","  333 Yellowstone Avenue","  Pocatello Branch","11","","  Pocatello","Pocatello","","0","","Bannock","5","14879","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","","M","2004-10-14","                       42.881100","                     -112.451500","US_Streets","16005","ID","Idaho","16","433036","83201"
"11666","D. L. Evans Bank","16","  2071 12th Avenue Road","  Nampa Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","35448","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2005-06-01","                       43.549000","                     -116.572800","US_Streets","16027","ID","Idaho","16","440833","83686"
"11666","D. L. Evans Bank","17","  12 E. Bullion Street","  Hailey Branch","11","","  Hailey","Hailey","","0","","Blaine","13","55967","1","  United States","0","0","","0","","0","1","","0","0","","M","2005-08-08","                       43.519600","                     -114.315200","US_Streets","16013","ID","Idaho","16","453120","83333"
"11666","D. L. Evans Bank","18","  906 Blue Lakes Blvd North","  Twin Falls - Falls Avenue Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","91485","1","  United States","0","0","","0","","0","1","","0","0","","M","2006-02-13","                       42.577900","                     -114.460200","US_Streets","16083","ID","Idaho","16","453121","83301"
"11666","D. L. Evans Bank","19","  888 East 17th Street","  Idaho Falls Branch","11","","  Idaho Falls","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","20993","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","","M","2006-08-21","                       43.482400","                     -112.015500","US_Streets","16019","ID","Idaho","16","454682","83404"
"11666","D. L. Evans Bank","20","  4080 Yellowstone Avenue","  Pocatello Branch","11","","  Pocatello","Pocatello","","0","","Bannock","5","24461","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","","M","2006-11-02","                       42.906600","                     -112.466000","US_Streets","16005","ID","Idaho","16","456127","83201"
"11666","D. L. Evans Bank","21","  1536 Caldwell Boulevard","  North Nampa Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","33399","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2007-09-04","                       43.603300","                     -116.599800","US_Streets","16027","ID","Idaho","16","467600","83651"
"11666","D. L. Evans Bank","22","  890 West Main Street","  Boise Downtown Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","37526","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","PointAddress","2008-06-23","                       43.616100","                     -116.204400","100","16001","ID","Idaho","16","477842","83702"
"11666","D. L. Evans Bank","23","  6010 Fairview Avenue","  Fairview Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","23921","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2014-08-31","M","1996-10-07","                       43.619000","                     -116.256400","US_RoofTop","16001","ID","Idaho","16","57076","83704"
"11666","D. L. Evans Bank","24","  402 South Eagle Road","  Eagle Branch","11","","  Eagle","Eagle","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","28084","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2014-08-31","M","1999-03-08","                       43.691600","                     -116.354000","US_RoofTop","16001","ID","Idaho","16","290533","83616"
"11666","D. L. Evans Bank","25","  673 East Parkcenter Boulevard","  Parkcenter Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","23379","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2014-08-31","M","1999-05-03","                       43.589700","                     -116.174800","US_Streets","16001","ID","Idaho","16","290534","83706"
"11666","D. L. Evans Bank","26","  1875 S. Eagle Rd.","  Meridian Branch","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","21736","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2014-08-31","M","2004-06-01","                       43.587900","                     -116.354400","US_RoofTop","16001","ID","Idaho","16","431581","83642"
"11666","D. L. Evans Bank","27","  919 Blaine Street","  Caldwell Branch","11","","  Caldwell","Caldwell","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","18210","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","POINTADDRESS","2014-09-15","                       43.663700","                     -116.687000","100","16027","ID","Idaho","16","570235","83605"
"11666","D. L. Evans Bank","28","  1611 North Whitley Drive, Suite 1 B","  Fruitland Branch","11","","  Fruitland","Fruitland","Boise City-Mountain Home-Ontario, ID-OR","147","","Payette","75","27415","1","  United States","0","0","","0","","0","1","","0","0","","StreetAddress","2015-04-13","                       44.025600","                     -116.923400","98.15","16075","ID","Idaho","16","570236","83619"
"11666","D. L. Evans Bank","29","  2634 East Sunnyside Road","  Ammon Branch","11","","  Ammon","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","14328","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","","StreetAddress","2014-12-15","                       43.467900","                     -111.982200","79","16019","ID","Idaho","16","570673","83406"
"11666","D. L. Evans Bank","32","  108 East Ellis Street","  Paul Branch","11","","  Paul","Paul","","0","","Minidoka","67","11259","1","  United States","0","0","","0","","0","1","","0","0","","STREETADDRESS","2016-02-01","                       42.605000","                     -113.785000","92.43","16067","ID","Idaho","16","576784","83347"
"11666","D. L. Evans Bank","33","  432 Farnsworth Way #4","  Rigby","11","","  Rigby","Rigby","Idaho Falls-Rexburg-Blackfoot, ID","292","","Jefferson","51","6903","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","","StreetAddress","2016-12-27","                       43.680300","                     -111.907500","100","16051","ID","Idaho","16","585365","83442"
"12773","People's Intermountain Bank","17","  217 South State","  Preston Branch","11","E  ","  Preston","Preston","","0","0","Franklin","41","47741","1","  United States","0","1","","0","Logan, UT-ID","30860","0","","0","0","2015-09-30","PointAddress","2000-10-02","                       42.091300","                     -111.875800","90.92","16041","ID","Idaho","16","82017","83263"
"17266","Umpqua Bank","272","  101 South Main Street","  Cascade Branch","11","","  Cascade","Cascade","","0","","Valley","85","31864","1","  United States","0","0","","0","","0","0","","0","0","2014-04-18","M","1998-06-15","                       44.515800","                     -116.041800","US_Streets","16085","ID","Idaho","16","287012","83611"
"17266","Umpqua Bank","273","  1106 Sherman Avenue","  Cda Sherman Branch","11","","  Coeur D Alene","Coeur D Alene","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","28779","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","2014-04-18","POINTADDRESS","1998-06-30","                       47.673300","                     -116.770100","92.43","16055","ID","Idaho","16","287013","83814"
"17266","Umpqua Bank","274","  147 West Main","  Grangeville Branch","11","","  Grangeville","Grangeville","","0","","Idaho","49","47400","1","  United States","0","0","","0","","0","0","","0","0","2014-04-18","M","1998-06-15","                       45.925900","                     -116.120400","US_Streets","16049","ID","Idaho","16","287014","83530"
"17266","Umpqua Bank","275","  001 Main Street","  Kooskia Branch","11","","  Kooskia","Kooskia","","0","","Idaho","49","20608","1","  United States","0","0","","0","","0","0","","0","0","2014-04-18","M","1998-06-15","                       46.141400","                     -115.978700","US_Streets","16049","ID","Idaho","16","287015","83539"
"17266","Umpqua Bank","276","  900 Second Street","  Mccall Branch","11","","  Mccall","Mccall","","0","","Valley","85","38846","1","  United States","0","0","","0","","0","0","","0","0","2014-04-18","M","1998-06-15","                       44.909200","                     -116.099100","US_Streets","16085","ID","Idaho","16","287016","83638"
"17266","Umpqua Bank","277","  609 South Washington","  Moscow Branch","11","","  Moscow","Moscow","Pullman-Moscow, WA-ID","446","","Latah","57","86586","1","  United States","0","0","","0","","0","1","","0","0","2014-04-18","M","1998-06-15","                       46.730000","                       -0.000117","US_Streets","16057","ID","Idaho","16","287017","83843"
"17266","Umpqua Bank","279","  365 10th And D Street","  Plummer Branch","11","","  Plummer","Plummer","","0","","Benewah","9","24273","1","  United States","0","0","","0","","0","0","","0","0","2014-04-18","M","1998-06-15","                       47.301600","                     -116.911400","US_Zipcode","16009","ID","Idaho","16","287019","83851"
"17266","Umpqua Bank","280","  402 South Main Street","  Riggins Branch","11","","  Riggins","Riggins","","0","","Idaho","49","11045","1","  United States","0","0","","0","","0","0","","0","0","2014-04-18","M","1998-06-15","                       45.329000","                     -116.063700","US_Zipcode","16049","ID","Idaho","16","287020","83549"
"17266","Umpqua Bank","281","  424 South Main Street","  Troy Branch","11","","  Troy","Troy","Pullman-Moscow, WA-ID","446","","Latah","57","34352","1","  United States","0","0","","0","","0","1","","0","0","2014-04-18","M","1998-06-15","                       46.735500","                     -116.768200","US_Streets","16057","ID","Idaho","16","287021","83871"
"17266","Umpqua Bank","302","  2250 Thain Grade Road","  Lewiston Branch","11","","  Lewiston","Lewiston","","0","","Nez Perce","69","62224","1","  United States","0","1","","0","Lewiston, ID-WA","30300","0","","0","0","2014-04-18","M","1998-06-15","                       46.397400","                     -116.998400","US_Streets","16069","ID","Idaho","16","287044","83501"
"17266","Umpqua Bank","349","  420 W Main St","  Boise Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","29009","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2014-04-18","M","2004-08-01","                       43.613600","                     -116.199600","US_ROOFTOP","16001","ID","Idaho","16","453605","83702"
"17266","Umpqua Bank","361","  1595 S. Eagle Road","  Meridian Grandview Branch","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","17746","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2014-04-18","M","2006-10-26","                       43.590800","                     -116.354400","US_ROOFTOP","16001","ID","Idaho","16","456132","83642"
"17266","Umpqua Bank","365","  1233 North Northwood Center Court","  Coeur D'alene Northwood Branch","11","","  Coeur D Alene","Coeur D Alene","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","36884","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","2014-04-18","M","1993-08-01","                       47.698200","                     -116.804600","100","16055","ID","Idaho","16","266923","83814"
"17266","Umpqua Bank","366","  921 F Street","  Lewiston Downtown Branch","11","","  Lewiston","Lewiston","","0","","Nez Perce","69","25796","1","  United States","0","1","","0","Lewiston, ID-WA","30300","0","","0","0","2014-04-18","POINTADDRESS","1998-02-02","                       46.418700","                     -117.021200","100","16069","ID","Idaho","16","266925","83501"
"17266","Umpqua Bank","371","  8060 N. Cornerstone Drive","  Hayden Lake","11","","  Hayden","Hayden","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","16340","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","2014-04-18","M","2004-01-19","                       47.745100","                     -116.794400","US_RoofTop","16055","ID","Idaho","16","426550","83835"
"17534","KeyBank National Association","734","  702 West Idaho Street","  702 West Idaho Street Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","838932","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","M","1933-01-01","                       43.615900","                     -116.201800","US_RoofTop","16001","ID","Idaho","16","8548","83702"
"17534","KeyBank National Association","735","  290 Idaho Street","  American Falls Branch","11","","  American Falls","American Falls","","0","","Power","77","20637","1","  United States","0","0","","0","","0","0","","0","0","1997-06-30","M","1966-02-28","                       42.783200","                     -112.850400","US_Streets","16077","ID","Idaho","16","229784","83211"
"17534","KeyBank National Association","736","  15 North Ash Street","  Blackfoot Branch","11","","  Blackfoot","Blackfoot","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bingham","11","31727","1","  United States","0","0","","0","","0","1","","0","0","1997-06-30","M","1934-01-17","                       43.190000","                     -112.346900","US_Streets","16011","ID","Idaho","16","229785","83221"
"17534","KeyBank National Association","737","  1301 Overland Avenue","  Burley Branch","11","","  Burley","Burley","","0","","Cassia","31","37573","1","  United States","0","0","","0","","0","1","","0","0","1997-06-30","M","1934-01-17","                       42.536700","                     -113.793100","US_Streets","16031","ID","Idaho","16","229786","83318"
"17534","KeyBank National Association","742","  309 S 9th Street","  Caldwell Branch","11","","  Caldwell","Caldwell","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","30140","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","M","1970-06-05","                       43.664100","                     -116.687900","US_Streets","16027","ID","Idaho","16","229792","83605"
"17534","KeyBank National Association","743","  4920 West Overland Road","  Overland Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","25705","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","","1971-11-15","                       43.589700","                     -116.242500","0","16001","ID","Idaho","16","229794","83705"
"17534","KeyBank National Association","744","  324 12th Avenue South","  Nampa Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","24084","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","M","1973-05-10","                       43.577000","                     -116.561900","US_Streets","16027","ID","Idaho","16","229795","83651"
"17534","KeyBank National Association","756","  105 North Arthur Street","  West Center Branch","11","","  Pocatello","Pocatello","","0","","Bannock","5","37382","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","1997-06-30","M","1989-06-05","                       42.861500","                     -112.451700","US_Streets","16005","ID","Idaho","16","229806","83204"
"17534","KeyBank National Association","757","  1515 North Whitley Drive","  Fruitland Branch","11","","  Fruitland","Fruitland","Boise City-Mountain Home-Ontario, ID-OR","147","","Payette","75","27460","1","  United States","0","0","","0","","0","1","","0","0","1997-06-30","","1907-01-01","                       44.024900","                     -116.923400","0","16075","ID","Idaho","16","886","83619"
"17534","KeyBank National Association","759","  1024 South Washington Avenue","  Emmett Branch","11","","  Emmett","Emmett","Boise City-Mountain Home-Ontario, ID-OR","147","","Gem","45","19612","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","M","1974-07-01","                       43.866000","                     -116.499800","US_Streets","16045","ID","Idaho","16","189393","83617"
"17534","KeyBank National Association","761","  1020 Caldwell Blvd","  Karcher Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","15818","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","M","1978-07-28","                       43.599200","                     -116.593900","US_Streets","16027","ID","Idaho","16","253406","83651"
"17534","KeyBank National Association","763","  501 Broadway","  Idaho Falls Branch","11","","  Idaho Falls","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","49686","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","1997-06-30","M","1948-07-12","                       43.497200","                     -112.063200","US_Zipcode","16019","ID","Idaho","16","10831","83405"
"17534","KeyBank National Association","764","  910 Yellowstone Ave","  Yellowstone Avenue Branch","11","","  Pocatello","Pocatello","","0","","Bannock","5","39496","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","1997-06-30","M","1976-08-09","                       42.891600","                     -112.451200","US_Streets","16005","ID","Idaho","16","238631","83201"
"17534","KeyBank National Association","765","  24 South 5th Street","  Ashton Branch","11","","  Ashton","Ashton","Idaho Falls-Rexburg-Blackfoot, ID","292","","Fremont","43","14266","1","  United States","0","0","","0","","0","1","","0","0","1997-06-30","M","1949-02-01","                       44.038100","                     -111.333800","US_Zipcode","16043","ID","Idaho","16","238626","83420"
"17534","KeyBank National Association","766","  15 North Main Street","  Driggs Branch","11","","  Driggs","Driggs","","0","","Teton","81","29470","1","  United States","0","0","","0","","0","1","","0","0","1997-06-30","M","1949-02-01","                       43.723300","                     -111.111100","US_Streets","16081","ID","Idaho","16","238627","83422"
"17534","KeyBank National Association","768","  1625 Northgate Mile","  Country Club Branch","11","","  Idaho Falls","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","22153","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","1997-06-30","M","1972-09-27","                       43.510800","                     -112.016700","US_Streets","16019","ID","Idaho","16","238629","83403"
"17534","KeyBank National Association","770","  110 East Main Street","  Rexburg Branch","11","","  Rexburg","Rexburg","Idaho Falls-Rexburg-Blackfoot, ID","292","","Madison","65","38235","1","  United States","0","0","","0","","0","1","","0","0","1997-06-30","M","1978-05-15","                       43.826000","                     -111.780500","US_Streets","16065","ID","Idaho","16","238632","83440"
"17534","KeyBank National Association","771","  2655 East 17th Street","  Ammon Branch","11","","  Idaho Falls","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","24662","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","1997-06-30","M","1981-07-20","                       43.482000","                     -111.981200","US_Streets","16019","ID","Idaho","16","238633","83406"
"17534","KeyBank National Association","772","  875 East Park Center Boulevard","  Southshore Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","68453","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","","1992-11-02","                       43.583900","                     -116.173100","0","16001","ID","Idaho","16","229808","83706"
"17534","KeyBank National Association","773","  1665 Blue Lakes Boulevard North","  Blue Lakes Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","25562","1","  United States","0","0","","0","","0","1","","0","0","1997-06-30","M","1993-12-06","                       42.590900","                     -114.460100","US_Streets","16083","ID","Idaho","16","229809","83303"
"17534","KeyBank National Association","774","  6700 West State Street","  State Street Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","28193","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","M","1994-02-28","                       43.661700","                     -116.240100","US_Zipcode","16001","ID","Idaho","16","229810","83703"
"17534","KeyBank National Association","776","  8157 West Fairview Avenue","  Fairview Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","55160","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-06-30","M","1995-08-14","                       43.619300","                     -116.283100","US_Streets","16001","ID","Idaho","16","229812","83704"
"17534","KeyBank National Association","1613","  1650 East Fairview Avenue","  Meridian Branch","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","31644","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","1997-05-16","                       43.619400","                     -116.373900","US_RoofTop","16001","ID","Idaho","16","242025","83642"
