"CERT","NAMEFULL","BRNUM","ADDRESBR","NAMEBR","BRSERTYP","BRCENM","CITYBR","CITY2BR","CSANAMBR","CSABR","CONSOLD","CNTYNAMB","CNTYNUMB","DEPSUMBR","USA","CNTRYNAB","BKMO","METROBR","CBSA_DIV_NAMB","DIVISIONB","MSANAMB","MSABR","MICROBR","NECNAMB","NECTABR","PLACENUM","SIMS_ACQUIRED_DATE","SIMS_DESCRIPTION","SIMS_ESTABLISHED_DATE","SIMS_LATITUDE","SIMS_LONGITUDE","SIMS_PROJECTION","STCNTYBR","STALPBR","STNAMEBR","STNUMBR","UNINUMBR","ZIPBR"
"628","JPMorgan Chase Bank, National Association","5814","  1711 S 25th East","  Idaho Falls - Ammon Branch","11","","  Ammon","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","42869","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","2008-09-25","StreetAddress","1961-01-01","                       43.481900","                     -111.984400","100","16019","ID","Idaho","16","44093","83406"
"628","JPMorgan Chase Bank, National Association","5836","  1018 Blaine St","  Caldwell Branch","11","","  Caldwell","Caldwell","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","32601","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","PointAddress","1998-06-29","                       43.662800","                     -116.686300","100","16027","ID","Idaho","16","220559","83605"
"628","JPMorgan Chase Bank, National Association","5837","  290 North Second Ave East","  Mountain Home Branch","11","","  Mountain Home","Mountain Home","Boise City-Mountain Home-Ontario, ID-OR","147","","Elmore","39","26826","1","  United States","0","0","","0","","0","1","","0","0","2008-09-25","PointAddress","1998-06-30","                       43.132700","                     -115.694100","90.92","16039","ID","Idaho","16","220561","83647"
"628","JPMorgan Chase Bank, National Association","5869","  468 S. Rivershore Lane","  Eagle Financial Center Branch","11","","  Eagle","Eagle","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","116893","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","M","2000-07-10","                       43.690000","                     -116.355300","100","16001","ID","Idaho","16","357082","83616"
"628","JPMorgan Chase Bank, National Association","5870","  3550 West State Street","  Boise State St Financial Ctr Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","30882","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","PointAddress","2000-07-17","                       43.639000","                     -116.232900","100","16001","ID","Idaho","16","357084","83703"
"628","JPMorgan Chase Bank, National Association","5872","  6490 S. Federal Way","  Columbia Marketplace Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","41239","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","M","1999-11-29","                       43.542900","                     -116.155700","US_RoofTop","16001","ID","Idaho","16","358331","83716"
"628","JPMorgan Chase Bank, National Association","5880","  800 Yellowstone Ave","  Pocatello Branch","12","","  Pocatello","Pocatello","","0","","Bannock","5","18512","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","2008-09-25","M","2000-11-01","                       42.889500","                     -112.451300","US_Streets","16005","ID","Idaho","16","361111","83201"
"628","JPMorgan Chase Bank, National Association","5890","  5120 W Franklin Road","  Boise-Franklin Financial Center Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","14861","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","M","2001-10-19","                       43.602800","                     -116.245000","100","16001","ID","Idaho","16","363958","83705"
"628","JPMorgan Chase Bank, National Association","5895","  2423 Apple Street","  Eastgate Financial Center Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","50570","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","M","2002-09-30","                       43.581100","                     -116.173300","US_RoofTop","16001","ID","Idaho","16","365042","83706"
"628","JPMorgan Chase Bank, National Association","6715","  5425 Chinden Boulevard","  Glenwood Fred Meyer Branch","11","","  Garden City","Garden City","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","29580","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","PointAddress","1994-07-18","                       43.646500","                     -116.276600","92.43","16001","ID","Idaho","16","264970","83714"
"628","JPMorgan Chase Bank, National Association","6716","  50 Second Street South","  Nampa Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","33511","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","M","1994-07-18","                       43.587400","                     -116.575500","US_Streets","16027","ID","Idaho","16","264971","83651"
"628","JPMorgan Chase Bank, National Association","6717","  10751 West Overland Road, #d","  Five Mile Fred Meyer Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","43618","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","PointAddress","1994-08-03","                       43.589400","                     -116.316200","100","16001","ID","Idaho","16","264972","83709"
"628","JPMorgan Chase Bank, National Association","6718","  1790 West Pullman Road","  Moscow Branch","11","","  Moscow","Moscow","Pullman-Moscow, WA-ID","446","","Latah","57","32579","1","  United States","0","0","","0","","0","1","","0","0","2008-09-25","M","1995-02-27","                       46.732600","                     -117.027000","US_Streets","16057","ID","Idaho","16","264975","83843"
"628","JPMorgan Chase Bank, National Association","6724","  175 North Capitol","  Capitol Plaza Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","45551","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","PointAddress","1996-06-10","                       43.615600","                     -116.202000","90.92","16001","ID","Idaho","16","290171","83702"
"628","JPMorgan Chase Bank, National Association","6725","  1850 East Fairview Avenue","  Meridian Branch","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","50393","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","M","1996-06-01","                       43.619400","                     -116.372300","US_RoofTop","16001","ID","Idaho","16","290172","83642"
"628","JPMorgan Chase Bank, National Association","6728","  560 West Kathleen Avenue, Suite A","  Coeur D Alene Fred Meyer Branch","11","","  Coeur D Alene","Coeur D Alene","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","72636","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","2008-09-25","M","1997-04-23","                       47.715300","                     -116.794000","100","16055","ID","Idaho","16","290176","83815"
"628","JPMorgan Chase Bank, National Association","6729","  705 Blue Lakes Boulevard North, Suite G","  Twin Falls Fred Meyer Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","25198","1","  United States","0","0","","0","","0","1","","0","0","2008-09-25","StreetAddress","1997-01-07","                       42.574300","                     -114.460300","100","16083","ID","Idaho","16","290177","83301"
"628","JPMorgan Chase Bank, National Association","6730","  1555 Northgate Mile, Suite A","  Idaho Falls Fred Meyer Branch","11","","  Idaho Falls","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","24260","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","2008-09-25","StreetAddress","1997-03-06","                       43.509800","                     -112.018400","100","16019","ID","Idaho","16","290178","83401"
"628","JPMorgan Chase Bank, National Association","6731","  373 North Milwaukee Street","  Boise Towne Square Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","33051","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","2008-09-25","PointAddress","1997-09-08","                       43.608100","                     -116.284500","100","16001","ID","Idaho","16","290179","83704"
"628","JPMorgan Chase Bank, National Association","7625","  1400 West Chinden Boulevard","  Eagle Island Fred Meyer Branch","12","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","34577","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2012-06-22","                       43.662900","                     -116.411000","100","16001","ID","Idaho","16","532637","83646"
"1237","Ireland Bank","0","  33 Bannock Street","  Ireland Bank","11","M  ","  Malad City","Malad City","","0","","Oneida","71","33263","1","  United States","1","0","","0","","0","0","","0","0","","M","1892-12-01","                       42.187700","                     -112.248900","US_Streets","16071","ID","Idaho","16","847","83252"
"1237","Ireland Bank","1","  85 East Oneida","  Preston Branch","11","","  Preston","Preston","","0","","Franklin","41","19649","1","  United States","0","1","","0","Logan, UT-ID","30860","0","","0","0","","M","1981-10-19","                       42.096200","                     -111.874400","US_Streets","16041","ID","Idaho","16","189015","83263"
"1237","Ireland Bank","2","  17 East Center Street","  Downey Branch","11","","  Downey","Downey","","0","","Bannock","5","14874","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","1986-11-01","POINTADDRESS","1910-09-01","                       42.428700","                     -112.123900","100","16005","ID","Idaho","16","7451","83234"
"1237","Ireland Bank","3","  Main Street And Highway 30","  Inkom Branch","11","","  Inkom","Inkom","","0","","Bannock","5","9171","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","1986-11-01","M","1980-04-01","                       42.793300","                     -112.252400","US_Streets","16005","ID","Idaho","16","225440","83245"
"1237","Ireland Bank","4","  98 West Second South","  Soda Springs Branch","11","","  Soda Springs","Soda Springs","","0","","Caribou","29","17779","1","  United States","0","0","","0","","0","0","","0","0","1991-11-08","M","1976-10-27","                       42.654800","                     -111.606500","US_Streets","16029","ID","Idaho","16","252773","83276"
"1237","Ireland Bank","5","  1 North Main","  Grace Branch","11","","  Grace","Grace","","0","","Caribou","29","13615","1","  United States","0","0","","0","","0","0","","0","0","1991-11-08","M","1980-10-27","                       42.577400","                     -111.730300","US_Streets","16029","ID","Idaho","16","252774","83241"
"1237","Ireland Bank","6","  110 Main Street","  Lava Hot Springs Branch","11","","  Lava Hot Springs","Lava Hot Springs","","0","","Bannock","5","7362","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","1991-11-08","T","1986-07-11","                       42.619200","                     -112.013700","US_Streets","16005","ID","Idaho","16","252777","83246"
"1237","Ireland Bank","7","  2715 Pole Line Road","  Pocatello Branch","11","","  Pocatello","Pocatello","","0","","Bannock","5","16625","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","","M","1995-11-01","                       42.887300","                     -112.466200","US_Streets","16005","ID","Idaho","16","189016","83201"
"1237","Ireland Bank","8","  420 North Fourth Street","  Montpelier Branch","11","","  Montpelier","Montpelier","","0","","Bear Lake","7","12069","1","  United States","0","0","","0","","0","0","","0","0","","M","1998-07-06","                       42.324700","                     -111.297600","US_Streets","16007","ID","Idaho","16","189017","83254"
"1237","Ireland Bank","9","  486 Yellowstone Avenue","  Pocatello - Yellowstone Branch","11","","  Pocatello","Pocatello","","0","","Bannock","5","12682","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","","M","2004-04-30","                       42.883900","                     -112.451400","US_Streets","16005","ID","Idaho","16","430940","83201"
"1237","Ireland Bank","10","  386 North Main","  Aberdeen Branch","11","","  Aberdeen","Aberdeen","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bingham","11","18049","1","  United States","0","0","","0","","0","1","","0","0","","M","2006-03-20","                       42.948300","                     -112.838600","US_Streets","16011","ID","Idaho","16","450428","83210"
"1237","Ireland Bank","11","  208 S Main Street","  Mackay Branch","11","","  Mackay","Mackay","","0","","Custer","37","12136","1","  United States","0","0","","0","","0","0","","0","0","2007-08-03","M","2007-08-03","                       43.914600","                     -113.612600","US_Streets","16037","ID","Idaho","16","480409","83251"
"1237","Ireland Bank","12","  20449 Main Street","  Carey Branch","11","","  Carey","Carey","","0","","Blaine","13","3734","1","  United States","0","0","","0","","0","1","","0","0","2007-08-03","M","2007-08-03","                       43.305000","                     -113.945900","US_Streets","16013","ID","Idaho","16","480410","83320"
"1237","Ireland Bank","13","  649 Pole Line Road","  Magic Valley Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","2260","1","  United States","0","0","","0","","0","1","","0","0","","STREETADDRESS","2016-03-14","                       42.592000","                     -114.465900","100","16083","ID","Idaho","16","577996","83301"
"1281","Washington Trust Bank","39","  218 E Lakeside Avenue","  Coeur D'alene Branch","11","","  Coeur D Alene","Coeur D Alene","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","87254","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","1997-03-17","M","1979-01-02","                       47.674300","                     -116.783100","100","16055","ID","Idaho","16","15905","83814"
"1281","Washington Trust Bank","40","  1601 E Seltice Way","  Post Falls Branch","11","","  Post Falls","Post Falls","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","61180","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","1997-03-17","M","1993-07-16","                       47.710800","                     -116.924000","US_RoofTop","16055","ID","Idaho","16","255272","83854"
"1281","Washington Trust Bank","42","  16102 N Highway 41","  Rathdrum Branch","12","","  Rathdrum","Rathdrum","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","14679","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","","M","1997-03-17","                       47.820600","                     -116.882800","US_RoofTop","16055","ID","Idaho","16","189255","83858"
"1281","Washington Trust Bank","45","  8050 N. Government Way","  Hayden Branch","11","","  Hayden","Hayden","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","62453","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","","M","2000-05-15","                       47.744800","                     -116.786600","US_RoofTop","16055","ID","Idaho","16","357451","83835"
"1281","Washington Trust Bank","47","  7930 Fairview Avenue","  Fairview Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","11107","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2000-04-03","                       43.619400","                     -116.280800","US_RoofTop","16001","ID","Idaho","16","357453","83704"
"1281","Washington Trust Bank","50","  901 West Bannock Avenue","  Boise Downtown Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","99703","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2000-11-15","                       43.618000","                     -116.203700","89","16001","ID","Idaho","16","360713","83702"
"1281","Washington Trust Bank","51","  2200 North Cassia Street","  Nampa Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","36330","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2001-10-01","                       43.604100","                     -116.605000","US_Streets","16027","ID","Idaho","16","362790","83651"
"1281","Washington Trust Bank","52","  3251 East Presidential Drive","  Meridian Financial Center Branch","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","91660","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2001-08-01","                       43.614500","                     -116.353800","US_RoofTop","16001","ID","Idaho","16","363063","83642"
"1281","Washington Trust Bank","55","  7309 W. State Street","  State Street","11","","  Garden City","Garden City","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","37313","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2003-11-10","                       43.668900","                     -116.280100","US_RoofTop","16001","ID","Idaho","16","425148","83714"
"1281","Washington Trust Bank","58","  7802 West Overland Road","  Overland Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","27356","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2004-11-08","                       43.590700","                     -116.280700","US_RoofTop","16001","ID","Idaho","16","433011","83709"
"1281","Washington Trust Bank","60","  509 North 5th Avenue Suite 105","  Sandpoint Branch","11","","  Sandpoint","Sandpoint","","0","","Bonner","17","32829","1","  United States","0","0","","0","","0","1","","0","0","","PointAddress","2007-03-26","                       48.277900","                     -116.553900","100","16017","ID","Idaho","16","462250","83864"
"1281","Washington Trust Bank","61","  4037 East Clocktower Lane, #12","  Meadow Lake Branch","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","4705","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2008-01-07","                       43.600800","                     -116.343100","US_Streets","16001","ID","Idaho","16","470077","83642"
"1281","Washington Trust Bank","64","  6010 E. Franklin Road","  Idaho Center Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","18563","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2008-12-15","                       43.589400","                     -116.618500","US_Zipcode","16027","ID","Idaho","16","489804","83651"
"1281","Washington Trust Bank","68","  102 Thain Road, Suite D","  Lewiston Branch","11","","  Lewiston","Lewiston","","0","","Nez Perce","69","9813","1","  United States","0","1","","0","Lewiston, ID-WA","30300","0","","0","0","","PointAddress","2013-10-03","                       46.390700","                     -116.990100","100","16069","ID","Idaho","16","557373","83501"
"1281","Washington Trust Bank","69","  948 Pullman Road","  Moscow Branch","11","","  Moscow","Moscow","Pullman-Moscow, WA-ID","446","","Latah","57","7523","1","  United States","0","0","","0","","0","1","","0","0","","StreetAddress","2013-09-26","                       46.733200","                     -117.013100","92.43","16057","ID","Idaho","16","557374","83843"
"2270","ZB, National Association","156","  902 Washington Street","  Bear Lake Valley Office","11","","  Montpelier","Montpelier","","0","","Bear Lake","7","62574","1","  United States","0","0","","0","","0","0","","0","0","1997-08-15","M","1963-09-06","                       42.317600","                     -111.309000","US_Streets","16007","ID","Idaho","16","12725","83254"
"2270","ZB, National Association","164","  219 East Main Street","  Rigby Branch","11","","  Rigby","Rigby","Idaho Falls-Rexburg-Blackfoot, ID","292","","Jefferson","51","99150","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","","M","1997-10-20","                       43.672300","                     -111.912800","US_Streets","16051","ID","Idaho","16","192338","83442"
"2270","ZB, National Association","170","  1350 Parkway Drive #1","  Blackfoot Branch","11","","  Blackfoot","Blackfoot","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bingham","11","77222","1","  United States","0","0","","0","","0","1","","0","0","","M","1998-01-14","                       43.196300","                     -112.358100","US_Streets","16011","ID","Idaho","16","192344","83221"
"2270","ZB, National Association","173","  502 Main Street","  Gooding Branch","11","","  Gooding","Gooding","","0","","Gooding","47","37259","1","  United States","0","0","","0","","0","0","","0","0","1997-07-18","M","1965-07-02","                       42.940600","                     -114.712900","US_Streets","16047","ID","Idaho","16","238310","83330"
"2270","ZB, National Association","175","  2997 Thain Gande","  Lewiston Orchards Branch","11","","  Lewiston","Lewiston","","0","","Nez Perce","69","41066","1","  United States","0","1","","0","Lewiston, ID-WA","30300","0","","0","0","1997-07-18","POSTAL","1958-03-14","                       46.409100","                     -117.008100","80.69","16069","ID","Idaho","16","238315","83501"
"2270","ZB, National Association","176","  105 South Main Street","  Moscow Branch","11","","  Moscow","Moscow","Pullman-Moscow, WA-ID","446","","Latah","57","52509","1","  United States","0","0","","0","","0","1","","0","0","1997-07-18","M","1963-09-20","                       46.733600","                     -117.001400","US_Streets","16057","ID","Idaho","16","238316","83843"
"2270","ZB, National Association","177","  130 Plymouth Avenue, North","  New Plymouth Branch","11","","  New Plymouth","New Plymouth","Boise City-Mountain Home-Ontario, ID-OR","147","","Payette","75","27559","1","  United States","0","0","","0","","0","1","","0","0","1997-07-18","M","1948-09-01","                       43.970600","                     -116.819600","US_Streets","16075","ID","Idaho","16","238318","83655"
"2270","ZB, National Association","179","  315 Avenue A","  Wilder Branch","11","","  Wilder","Wilder","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","39205","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","1997-07-18","M","1946-12-06","                       43.677000","                     -116.907100","US_Streets","16027","ID","Idaho","16","238322","83676"
"2270","ZB, National Association","180","  102 West Main Street","  Burley Branch","11","","  Burley","Burley","","0","","Cassia","31","91049","1","  United States","0","0","","0","","0","1","","0","0","1997-07-18","M","1922-09-30","                       42.538100","                     -113.793300","US_Streets","16031","ID","Idaho","16","1864","83318"
"2270","ZB, National Association","181","  34 East Main","  Weiser Financial Branch","11","","  Weiser","Weiser","","0","","Washington","87","65039","1","  United States","0","0","","0","","0","0","","0","0","1997-07-18","M","1978-12-26","                       44.246200","                     -116.969500","100","16087","ID","Idaho","16","238336","83672"
"2270","ZB, National Association","188","  1235 South Utah Avenue","  Idaho Falls Branch","11","","  Idaho Falls","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","136766","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","","M","1999-03-18","                       43.486700","                     -112.050200","US_Streets","16019","ID","Idaho","16","192352","83402"
"2270","ZB, National Association","189","  149 West Main Street","  Rexburg","11","","  Rexburg","Rexburg","Idaho Falls-Rexburg-Blackfoot, ID","292","","Madison","65","70011","1","  United States","0","0","","0","","0","1","","0","0","","M","1999-05-17","                       43.826000","                     -111.788000","US_Streets","16065","ID","Idaho","16","192353","83440"
"2270","ZB, National Association","207","  2540 East Sunnyside Road","  Ammon Idaho Office","11","","  Ammon","Idaho Falls","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bonneville","19","101448","1","  United States","0","1","","0","Idaho Falls, ID","26820","0","","0","0","","M","2000-10-03","                       43.467800","                     -111.986500","US_Streets","16019","ID","Idaho","16","361058","83406"
"2270","ZB, National Association","208","  1590 Yellowstone","  Pocatello Branch","11","","  Pocatello","Pocatello","","0","","Bannock","5","86555","1","  United States","0","1","","0","Pocatello, ID","38540","0","","0","0","","M","2001-07-23","                       42.904800","                     -112.451300","US_Streets","16005","ID","Idaho","16","362447","83201"
"2270","ZB, National Association","210","  800 West Main Street Suite 100","  Boise Main Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","111938","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","PointAddress","2001-09-18","                       43.615800","                     -116.203700","100","16001","ID","Idaho","16","362638","83702"
"2270","ZB, National Association","212","  1863 Blue Lakes Blvd. North","  Canyon Park Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","69925","1","  United States","0","0","","0","","0","1","","0","0","","M","2002-09-16","                       42.594800","                     -114.458100","US_Streets","16083","ID","Idaho","16","365693","83301"
"2270","ZB, National Association","214","  6176 North Eagle","  Eagle And Chinden Branch","11","","  Boise","Boise","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","66192","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2002-10-15","                       43.660900","                     -116.354300","US_RoofTop","16001","ID","Idaho","16","418450","83713"
"2270","ZB, National Association","225","  311 North Main","  Wood River Valley Branch","11","","  Ketchum","Ketchum","","0","","Blaine","13","24709","1","  United States","0","0","","0","","0","1","","0","0","","PointAddress","2005-02-16","                       43.680600","                     -114.364700","98.63","16013","ID","Idaho","16","443278","83340"
"2270","ZB, National Association","226","  509 South Kimball Ave.","  Caldwell Branch","11","","  Caldwell","Caldwell","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","47698","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2004-11-22","                       43.663400","                     -116.690700","US_Streets","16027","ID","Idaho","16","443279","83605"
"2270","ZB, National Association","232","  909 Nw 16th Street, Suite B","  Fruitland Office Branch","11","","  Fruitland","Fruitland","Boise City-Mountain Home-Ontario, ID-OR","147","","Payette","75","45927","1","  United States","0","0","","0","","0","1","","0","0","","M","2006-12-26","                       44.025400","                     -116.925000","US_Streets","16075","ID","Idaho","16","459475","83619"
"2270","ZB, National Association","235","  2121 W. Karcher Road","  Nampa/Karcher Road Office Branch","11","","  Nampa","Nampa","Boise City-Mountain Home-Ontario, ID-OR","147","","Canyon","27","41914","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2006-09-15","                       43.604900","                     -116.607000","US_Streets","16027","ID","Idaho","16","466404","83651"
"2270","ZB, National Association","239","  3715 East Overland Road, Ste 130","  Meridan Silverstone Office","11","","  Meridian","Meridian","Boise City-Mountain Home-Ontario, ID-OR","147","","Ada","1","46388","1","  United States","0","1","","0","Boise City, ID","14260","0","","0","0","","M","2008-04-07","                       43.590300","                     -116.347200","US_RoofTop","16001","ID","Idaho","16","476024","83642"
"2270","ZB, National Association","245","  111 North 1st Avenue, Suite 1h","  Hailey Branch","11","","  Hailey","Hailey","","0","","Blaine","13","33571","1","  United States","0","0","","0","","0","1","","0","0","","M","2009-12-15","                       43.520200","                     -114.314300","US_Streets","16013","ID","Idaho","16","500313","83333"
"2850","Farmers Bank","0","  914 Main Street","  Farmers Bank","11","M  ","  Buhl","Buhl","","0","","Twin Falls","83","105705","1","  United States","1","0","","0","","0","1","","0","0","","M","1917-05-11","                       42.599600","                     -114.758900","US_Streets","16083","ID","Idaho","16","1863","83316"
"2850","Farmers Bank","2","  160 South Idaho St","  Wendell Branch","11","","  Wendell","Wendell","","0","","Gooding","47","71644","1","  United States","0","0","","0","","0","0","","0","0","","POINTADDRESS","1972-07-03","                       42.773700","                     -114.703900","100","16047","ID","Idaho","16","194832","83355"
"2850","Farmers Bank","3","  890 Shoshone Street","  Twin Falls Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","102994","1","  United States","0","0","","0","","0","1","","0","0","","T","1989-11-15","                       42.549800","                     -114.478400","US_Streets","16083","ID","Idaho","16","194833","83301"
"2850","Farmers Bank","4","  1097 Blue Lakes Boulevard North","  Twin Falls Branch","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","20694","1","  United States","0","0","","0","","0","1","","0","0","1997-02-28","M","1920-01-01","                       42.581000","                     -114.460300","US_Streets","16083","ID","Idaho","16","266303","83301"
"2850","Farmers Bank","5","  1441 South Lincoln","  Jerome Branch","11","","  Jerome","Jerome","","0","","Jerome","53","39558","1","  United States","0","0","","0","","0","1","","0","0","","M","1998-07-06","                       42.709100","                     -114.518400","US_Streets","16053","ID","Idaho","16","194834","83338"
"2850","Farmers Bank","6","  341 Poleline Road","  Pole Line Branch Office","11","","  Twin Falls","Twin Falls","","0","","Twin Falls","83","34861","1","  United States","0","0","","0","","0","1","","0","0","","M","2008-04-09","                       42.591900","                     -114.473700","US_Streets","16083","ID","Idaho","16","476022","83301"
"3510","Bank of America, National Association","3203","  804 N Henry Street","  Post Falls Branch","11","","  Post Falls","Post Falls","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","43588","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","1997-01-01","M","1916-01-01","                       47.715300","                     -116.943400","100","16055","ID","Idaho","16","265280","83854"
"3510","Bank of America, National Association","3205","  501 W Appleway Ave","  Appleway Branch","11","","  Coeur D Alene","Coeur D Alene","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","987683","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","1997-01-01","M","1916-01-01","                       47.700700","                     -116.792400","US_RoofTop","16055","ID","Idaho","16","265283","83814"
"3510","Bank of America, National Association","3219","  357 W Canfield Ave","  Silver Lake Mall Branch","11","","  Coeur D Alene","Coeur D Alene","Spokane-Spokane Valley-Coeur d'Alene, WA-ID","518","","Kootenai","55","90123","1","  United States","0","1","","0","Coeur d'Alene, ID","17660","0","","0","0","1997-01-01","M","1992-10-21","                       47.733200","                     -116.791600","US_RoofTop","16055","ID","Idaho","16","265287","83815"
"3511","Wells Fargo Bank, National Association","5387","  165 South Main Street","  Aberdeen Branch","11","","  Aberdeen","Aberdeen","Idaho Falls-Rexburg-Blackfoot, ID","292","","Bingham","11","24015","1","  United States","0","0","","0","","0","1","","0","0","2004-02-20","M","1944-05-22","                       42.942300","                     -112.838600","US_Streets","16011","ID","Idaho","16","230195","83210"
